station_id,station,lat,long
494,Watertown Town Hall,42.367621,-71.187936
495,Union Square East,42.380078,-71.090098
496,Trum Field @ Cedar St (Temp Winter Station),42.398444,-71.107833
497,Washington St @ New Washington St (Temp Winter Station),42.38103731531107,-71.08709779349738
497,Washington St @ New Washington St (Temp Winter Station),42.381056,-71.087083
498,Broadway Opposite Norwood Ave  (Temp Winter Station),42.396764,-71.102376
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3834575023727,-71.10771059989929
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3836409294306,-71.10868692398071
502,160 Arsenal,42.36466403441681,-71.17569386959076
503,Cary Square,42.398135645582464,-71.030709722545
504,Bellingham Square,42.3931961102951,-71.03344559669495
505,Chelsea Square,42.39022671103383,-71.03857017704286
506,Broadway at Gerrish Ave,42.39453079292221,-71.03085594484583
507,Chelsea Station,42.39636527849676,-71.03987179230899
508,855 Broadway,42.398417726101584,-71.02390923402707
509,Nichols Ave. at Watertown Greenway,42.36762048745005,-71.1565663665533
510,Mass Ave at Broadway,42.414202132001854,-71.15051883389242
511,Bellevue T Stop,42.28611420958351,-71.14636927843094
512,Knoll St at Centre St,42.29376656473529,-71.1365658044815
513,Roseland St At Dorchester Ave,42.2911685327193,-71.06300890445709
514,Gilman Square T at Medford St,42.3867355,-71.0946444
515,955 Mass Ave,42.36895180540729,-71.10998779535294
516,Salem Ferry Landing,42.52189284110247,-70.8806911110878
517,Salem Willows Park,42.53466911383265,-70.87021440267563
518,Shetland Park - Congress at Peabody St,42.51836788262243,-70.88952362537384
519,Mayor Salvo Path at Mill St,42.51803519796769,-70.89570075273514
520,Salem MBTA - Washington at Federal St,42.52345239346618,-70.89611113071442
521,Lafayette at Leach St,42.51142784358897,-70.89183300733566
522,Salem State University - Bike Path at Loring Ave,42.50182398896298,-70.89478075504303
523,Boston College T,42.33987891612856,-71.16708934307098
524,Newton Highlands T,42.322065656952944,-71.2063729763031
525,California at Chapel,42.365148708129546,-71.20236039161682
526,Beacon at Walnut,42.330062324403,-71.20668411254883
527,Newton Library,42.33620336883013,-71.207794547081
528,Washington St at Walnut St,42.351458116963016,-71.20764970779419
529,One Beacon St,42.358477644348106,-71.06135129928589
530,Foley St at Grand Union Blvd,42.39301840035393,-71.08071684837341
531,Harvard St and Stedman St,42.3443517550051,-71.12490355968475
532,Concord Ave at Spinelli Place,42.390719,-71.1538877
533,Danehy Park at New Street,42.389456,-71.139019
535,Auburndale,42.34805541493346,-71.2477594614029
536,Clinton St at North St,42.3607028354884,-71.05524927377701
537,Charles River Greenway - California St. at Fifth Ave,42.36455361053197,-71.19100391864777
538,Circuit Drive at American Legion Hwy,42.29704126420948,-71.09171926975249
539,Walnut Ave at School St,42.31242399029812,-71.09616905450821
540,Sumner St at Shirley Ave,42.40833705812975,-70.99804848432541
541,Orr Sq (Shirley Ave),42.40715655698643,-70.99272429943085
542,Hyde Park Ave at Arlington St,42.26286746177123,-71.12163126468657
